model,aggregation_type,simulation_name,failures,detected,undetected,undetectable,ttm,accuracy,fpr,precision,recall,f3
dave2-track1-DE_M3_1_9_10,max,DAVE2-Track1-Rain,2,2,0,0,1,97,3,9,100,50
dave2-track1-DE_M3_1_9_10,max,DAVE2-Track1-Rain,2,2,0,0,2,97,3,9,100,50
dave2-track1-DE_M3_1_9_10,max,DAVE2-Track1-Rain,2,2,0,0,3,97,3,9,100,50
dave2-track1-DE_M3_1_9_10,mean,DAVE2-Track1-Rain,2,2,0,0,1,98,2,11,100,54
dave2-track1-DE_M3_1_9_10,mean,DAVE2-Track1-Rain,2,2,0,0,2,98,2,11,100,54
dave2-track1-DE_M3_1_9_10,mean,DAVE2-Track1-Rain,2,2,0,0,3,98,2,11,100,54
dave2-track1-DE_M3_1_9_10,max,DAVE2-Track1-Fog,4,4,0,0,1,97,3,17,100,67
dave2-track1-DE_M3_1_9_10,max,DAVE2-Track1-Fog,4,3,1,0,2,97,3,13,75,51
dave2-track1-DE_M3_1_9_10,max,DAVE2-Track1-Fog,4,4,0,0,3,97,3,17,100,67
dave2-track1-DE_M3_1_9_10,mean,DAVE2-Track1-Fog,4,4,0,0,1,98,2,19,100,70
dave2-track1-DE_M3_1_9_10,mean,DAVE2-Track1-Fog,4,3,1,0,2,98,2,15,75,54
dave2-track1-DE_M3_1_9_10,mean,DAVE2-Track1-Fog,4,4,0,0,3,98,2,19,100,70
dave2-track1-DE_M3_1_9_10,max,DAVE2-Track1-Snow,3,3,0,0,1,97,3,13,100,60
dave2-track1-DE_M3_1_9_10,max,DAVE2-Track1-Snow,3,3,0,0,2,97,3,13,100,60
dave2-track1-DE_M3_1_9_10,max,DAVE2-Track1-Snow,3,3,0,0,3,97,3,13,100,60
dave2-track1-DE_M3_1_9_10,mean,DAVE2-Track1-Snow,3,3,0,0,1,98,2,15,100,64
dave2-track1-DE_M3_1_9_10,mean,DAVE2-Track1-Snow,3,3,0,0,2,98,2,15,100,64
dave2-track1-DE_M3_1_9_10,mean,DAVE2-Track1-Snow,3,3,0,0,3,98,2,15,100,64
dave2-track1-DE_M3_1_9_10,max,DAVE2-Track1-DayNight,2,2,0,0,1,97,3,9,100,50
dave2-track1-DE_M3_1_9_10,max,DAVE2-Track1-DayNight,2,2,0,0,2,97,3,9,100,50
dave2-track1-DE_M3_1_9_10,max,DAVE2-Track1-DayNight,2,2,0,0,3,97,3,9,100,50
dave2-track1-DE_M3_1_9_10,mean,DAVE2-Track1-DayNight,2,2,0,0,1,98,2,11,100,54
dave2-track1-DE_M3_1_9_10,mean,DAVE2-Track1-DayNight,2,2,0,0,2,98,2,11,100,54
dave2-track1-DE_M3_1_9_10,mean,DAVE2-Track1-DayNight,2,2,0,0,3,98,2,11,100,54
dave2-track1-DE_M3_1_9_10,max,DAVE2-Track1-DayNightRain,2,2,0,0,1,97,3,9,100,50
dave2-track1-DE_M3_1_9_10,max,DAVE2-Track1-DayNightRain,2,2,0,0,2,97,3,9,100,50
dave2-track1-DE_M3_1_9_10,max,DAVE2-Track1-DayNightRain,2,2,0,0,3,97,3,9,100,50
dave2-track1-DE_M3_1_9_10,mean,DAVE2-Track1-DayNightRain,2,2,0,0,1,98,2,11,100,54
dave2-track1-DE_M3_1_9_10,mean,DAVE2-Track1-DayNightRain,2,2,0,0,2,98,2,11,100,54
dave2-track1-DE_M3_1_9_10,mean,DAVE2-Track1-DayNightRain,2,2,0,0,3,98,2,11,100,54
dave2-track1-DE_M3_1_9_10,max,DAVE2-Track1-DayNightFog,5,5,0,0,1,97,3,20,100,71
dave2-track1-DE_M3_1_9_10,max,DAVE2-Track1-DayNightFog,5,5,0,0,2,97,3,20,100,71
dave2-track1-DE_M3_1_9_10,max,DAVE2-Track1-DayNightFog,5,5,0,0,3,97,3,20,100,71
dave2-track1-DE_M3_1_9_10,mean,DAVE2-Track1-DayNightFog,5,5,0,0,1,98,2,23,100,75
dave2-track1-DE_M3_1_9_10,mean,DAVE2-Track1-DayNightFog,5,5,0,0,2,98,2,23,100,75
dave2-track1-DE_M3_1_9_10,mean,DAVE2-Track1-DayNightFog,5,3,2,0,3,97,2,15,60,46
dave2-track1-DE_M3_1_9_10,max,DAVE2-Track1-DayNightSnow,4,4,0,1,1,97,3,17,100,67
dave2-track1-DE_M3_1_9_10,max,DAVE2-Track1-DayNightSnow,3,3,0,2,2,97,3,13,100,60
dave2-track1-DE_M3_1_9_10,max,DAVE2-Track1-DayNightSnow,4,4,0,1,3,97,3,17,100,67
dave2-track1-DE_M3_1_9_10,mean,DAVE2-Track1-DayNightSnow,4,4,0,1,1,98,2,19,100,70
dave2-track1-DE_M3_1_9_10,mean,DAVE2-Track1-DayNightSnow,3,3,0,2,2,98,2,15,100,64
dave2-track1-DE_M3_1_9_10,mean,DAVE2-Track1-DayNightSnow,4,4,0,1,3,98,2,19,100,70
